"","AGBN","seed","seedrich","type","time"
"54",22.4731819014365,0,0,"SF","first"
"55",346.28014669549,171543.651741728,1,"SF","first"
"56",37.1239328253743,0,0,"SF","first"
"57",59.7467051367164,0,0,"SF","first"
"58",76.3222075985044,0,0,"SF","first"
"59",5.27946333645374,0,0,"SF","first"
"60",104.274087635915,0,0,"SF","first"
"61",45.1619438433623,0,0,"SF","first"
"62",44.7310342037884,0,0,"SF","first"
"63",84.2285137405696,0,0,"SF","first"
"64",105.541948827651,0,0,"SF","first"
"65",102.573156075333,0,0,"SF","first"
"66",86.8461285595938,0,0,"SF","first"
"67",80.2187416397154,137234.921393382,3,"SF","first"
"68",122.25417685088,0,0,"SF","first"
"69",41.5999806343678,0,0,"SF","first"
"70",72.3065208062912,0,0,"SF","first"
"71",87.2785480113679,0,0,"SF","first"
"72",37.8060958728785,0,0,"SF","first"
"73",34.1406057952346,0,0,"SF","first"
"74",27.4888396568205,0,0,"SF","first"
"75",58.7096469831214,102926.191045037,2,"SF","first"
"76",45.1026199901717,0,0,"SF","first"
"77",12.9560857814439,0,0,"SF","first"
"78",0,0,0,"SF","first"
"79",6.79875393664302,0,0,"SF","first"
"80",22.7763722549617,0,0,"SF","first"
"81",134.178781023636,0,0,"SF","first"
"82",106.578494794149,171543.651741728,1,"SF","first"
"83",57.6353590187854,0,0,"SF","first"
"84",10.5579380074858,102926.191045037,1,"SF","first"
"85",27.9458292152061,0,0,"SF","first"
"86",0.0770610366390367,0,0,"SF","first"
"87",6.11650866896058,0,0,"SF","first"
"88",69.6101255271807,0,0,"SF","first"
"89",55.2728381590243,0,0,"SF","first"
"90",13.9752203659453,0,0,"SF","first"
"91",78.5489000761162,0,0,"SF","first"
"92",75.6018856130572,0,0,"SF","first"
"93",26.080251065543,0,0,"SF","first"
"94",21.643863518529,0,0,"SF","first"
"95",45.0735433116494,0,0,"SF","first"
"96",21.4621090726648,0,0,"SF","first"
"97",28.6454978339576,0,0,"SF","first"
"98",7.64611895807376,0,0,"SF","first"
"99",7.7532448777151,0,0,"SF","first"
"100",12.6656853286887,0,0,"SF","first"
"101",3.29406853316012,0,0,"SF","first"
"102",42.7763068671561,0,0,"SF","first"
"103",39.8344459682145,0,0,"SF","first"
"104",16.8390121202064,0,0,"SF","first"
"105",9.16057801931836,0,0,"SF","first"
"106",109.61176707231,1612510.32637224,2,"SF","first"
"107",87.966833048159,1303731.75323713,2,"SF","first"
"108",189.840521724098,2744698.42786765,3,"SF","first"
"109",145.917414545999,0,0,"SF","first"
"110",26.8284664277058,0,0,"SF","first"
"111",28.6495053296382,0,0,"SF","first"
"112",10.2263010108201,0,0,"SF","first"
"113",3.61632337686678,0,0,"SF","first"
"114",59.0363951590642,0,0,"SF","first"
"115",111.579082158147,0,0,"SF","first"
"116",102.467684778195,0,0,"SF","first"
"117",68.6095151406494,0,0,"SF","first"
"118",63.1792512762747,789100.798011949,3,"SF","first"
"119",208.497242472529,651865.876618566,1,"SF","first"
"120",131.557635409609,0,0,"SF","first"
"121",0,0,0,"SF","first"
"122",0,0,0,"SF","first"
"123",9.35159379632117,0,0,"SF","first"
"124",54.3930918356011,0,0,"SF","first"
"125",1.98602038943403,0,0,"SF","first"
"126",227.137529826628,0,0,"SF","first"
"127",164.509648801299,0,0,"SF","first"
"128",34.0857695476781,0,0,"SF","first"
"129",19.8682679661853,0,0,"SF","first"
"130",4.34068654059299,0,0,"SF","first"
